"W1","W2","dist"
"acqua","lavatrice",12
"acqua","leccalecca",9
"acqua","leone",7
"acqua","letto",6
"acqua","libro",6
"acqua","lingua",4
"acqua","luce",6
"acqua","luna",5
"acqua","lupo",6
"acqua","maglione",7
"acqua","maiale",7
"acqua","mandarino",11
"acqua","mano",5
"acqua","marmellata",11
"acqua","martello",8
"acqua","matita",6
"acqua","medicina",11
"acqua","mela",5
"acqua","melone",8
"acqua","miele",7
"acqua","minestrone",13
"acqua","mosca",4
"acqua","motocicletta",13
"acqua","mucca",4
"acqua","muro",6
"acqua","musica",5
"acqua","mutande",7
"acqua","naso",5
"acqua","nebbia",5
"acqua","neve",6
"acqua","noccioline",10
"acqua","nuvola",5
"acqua","oca",3
"acqua","occhiali",8
"acqua","occhio",4
"acqua","olio",5
"acqua","ombelico",10
"acqua","ombrello",9
"acqua","orecchio",6
"acqua","organo genitale femminile",28
"acqua","organo genitale maschile",25
"acqua","orologio",10
"acqua","orso",5
"acqua","paletta",6
"acqua","palla",4
"acqua","palloncino",13
"acqua","pancia",4
"acqua","pane",5
"acqua","panino",7
"acqua","panna",4
"acqua","pannolino",11
"acqua","pantaloni",11
"acqua","pantofole",11
"acqua","papera",4
"acqua","pappa",4
"acqua","passeggino",13
"acqua","pasta",4
"acqua","patate",7
"acqua","patatine",7
"acqua","pecora",4
"acqua","pentola",6
"acqua","pera",5
"acqua","pesca",4
"acqua","pesciolino",11
"acqua","pettine",7
"acqua","pianta",5
"acqua","piatto",6
"acqua","piede",7
"acqua","pigiama",7
"acqua","pinguino",9
"acqua","pioggia",6
"acqua","piscina",7
"acqua","piselli",8
"acqua","pistola",6
"acqua","pizza",5
"acqua","pollo",6
"acqua","polpette",9
"acqua","poltrona",9
"acqua","pomodori",11
"acqua","pompa",5
"acqua","pongo",6
"acqua","porta",5
"acqua","prato",6
"acqua","pulcino",10
"acqua","pupazzi",7
"acqua","quadro",6
"acqua","radio",5
"acqua","rana",4
"acqua","registratore",15
"acqua","riso",6
"acqua","sacchetto",7
"acqua","sale",5
"acqua","salotto",7
"acqua","sapone",7
"acqua","sasso",5
"acqua","scala",5
"acqua","scarpe",6
"acqua","scatola",5
"acqua","sciarpa",4
"acqua","scimmia",5
"acqua","scivolo",6
"acqua","scoiattolo",10
"acqua","scopa",6
"acqua","secchiello",9
"acqua","secchio",5
"acqua","sederino",11
"acqua","sedia",5
"acqua","seggiolone",13
"acqua","seno",6
"acqua","shampoo",7
"acqua","slitta",6
"acqua","soldatini",11
"acqua","soldi",6
"acqua","sole",6
"acqua","spaghetti",8
"acqua","spalla",5
"acqua","spazzolino da denti",21
"acqua","specchio",6
"acqua","spinaci",8
"acqua","stella",6
"acqua","stivali",8
"acqua","straccio",7
"acqua","strada",6
"acqua","succo di frutta",13
"acqua","sugo",6
"acqua","tacchino",7
"acqua","tamburo",8
"acqua","tappeto",8
"acqua","tappo",5
"acqua","tartaruga",10
"acqua","tavolo",5
"acqua","tazza",4
"acqua","telefono",8
"acqua","televisione",15
"acqua","termometro",10
"acqua","termosifone",14
"acqua","terra",5
"acqua","terrazza",7
"acqua","testa",5
"acqua","tetto",6
"acqua","the",6
"acqua","tigre",6
"acqua","tonno",6
"acqua","topo",6
"acqua","torre",6
"acqua","torta",5
"acqua","tortellini",13
"acqua","trattore",9
"acqua","treno",7
"acqua","tromba",6
"acqua","trottola",7
"acqua","tubo",6
"acqua","tuta",5
"acqua","uccellino",13
"acqua","unghie",5
"acqua","uovo",6
"acqua","uva",4
"acqua","vasca da bagno",11
"acqua","vasino",7
"acqua","vento",6
"acqua","verdura",8
"acqua","vestito",9
"acqua","vino",6
"acqua","yogurt",7
"acqua","zanzara",9
"acqua","zebra",6
"acqua","zucchero",7
"acqua","zucchine",7
"aereo","acqua",6
"aereo","agnello",3
"aereo","albero",5
"aereo","altalena",9
"aereo","animale",8
"aereo","ape",5
"aereo","arancia",6
"aereo","aranciata",10
"aereo","armadio",5
"aereo","ascensore",8
"aereo","asciugamano",9
"aereo","asino",5
"aereo","aspirapolvere",12
"aereo","autobus",8
"aereo","automobile",10
"aereo","bagno",4
"aereo","bambola",6
"aereo","banana",6
"aereo","bandiera",8
"aereo","barca",5
"aereo","bavaglino",8
"aereo","benzina",9
"aereo","biberon",6
"aereo","bicchiere",8
"aereo","bicicletta",12
"aereo","bidè",6
"aereo","birilli",7
"aereo","biscotti",8
"aereo","bocca",5
"aereo","borsa",5
"aereo","bottiglia",8
"aereo","bottone",8
"aereo","braccio",6
"aereo","bretelle",7
"aereo","budino",6
"aereo","burro",3
"aereo","cacao",6
"aereo","caffe",6
"aereo","calze",6
"aereo","calzettoni",11
"aereo","camera",5
"aereo","camicia",7
"aereo","camion",5
"aereo","camomilla",9
"aereo","campana",7
"aereo","candeline",7
"aereo","cane",5
"aereo","cantina",7
"aereo","capelli",5
"aereo","cappello",5
"aereo","cappotto",6
"aereo","capra",6
"aereo","caramella",8
"aereo","carne",6
"aereo","carote",6
"aereo","casetta",6
"aereo","cassetto",6
"aereo","cavallo",5
"aereo","caviglia",6
"aereo","cerbiatto",9
"aereo","cestino",8
"aereo","chiave",6
"aereo","cielo",4
"aereo","ciliegie",11
"aereo","cinta",6
"aereo","cioccolata",12
"aereo","ciuccio",6
"aereo","coca cola",9
"aereo","coccodrillo",11
"aereo","cocomero",6
"aereo","collana",8
"aereo","colori",7
"aereo","coltello",6
"aereo","coniglio",6
"aereo","coperchio",5
"aereo","coperta",6
"aereo","costruzioni",13
"aereo","cracker",6
"aereo","crema",5
"aereo","cubi",5
"aereo","cucchiaio",8
"aereo","cucciolo",7
"aereo","cucina",8
"aereo","culla",5
"aereo","cuscino",6
"aereo","denti",4
"aereo","dentifricio",12
"aereo","disegno",6
"aereo","dito",4
"aereo","divano",6
"aereo","doccia",6
"aereo","elefante",9
"aereo","elicottero",9
"aereo","erba",4
"aereo","faccia",6
"aereo","fagioli",7
"aereo","fagiolini",10
"aereo","farfalla",7
"aereo","favola",6
"aereo","fazzoletto",10
"aereo","ferro da stiro",12
"aereo","finestra",7
"aereo","fiore",5
"aereo","foca",5
"aereo","foglia",5
"aereo","fon",5
"aereo","fontana",8
"aereo","forbici",7
"aereo","forchetta",8
"aereo","formaggio",8
"aereo","formica",8
"aereo","forno",4
"aereo","fotografia",12
"aereo","fragola",7
"aereo","frigorifero",10
"aereo","fumo",4
"aereo","gallina",7
"aereo","gallo",4
"aereo","gambe",5
"aereo","garage",7
"aereo","gatto",4
"aereo","gelato",7
"aereo","ghiaccio",6
"aereo","giacca",6
"aereo","ginocchi",8
"aereo","giocattolo",9
"aereo","giornale",9
"aereo","giraffa",8
"aereo","gola",5
"aereo","gomma da masticare",18
"aereo","gonna",5
"aereo","grembiule",8
"aereo","gru",5
"aereo","guance",7
"aereo","guanti",6
"aereo","gufo",4
"aereo","ippopotamo",10
"aereo","jeans",6
"aereo","jeep",3
"aereo","kiwi",5
"aereo","labbra",6
"aereo","latte",5
"aereo","lavandino",9
"aereo","lavatrice",11
"aereo","leccalecca",9
"aereo","leone",6
"aereo","letto",3
"aereo","libro",5
"aereo","lingua",6
"aereo","luce",6
"aereo","luna",5
"aereo","lupo",4
"aereo","maglione",6
"aereo","maiale",6
"aereo","mandarino",9
"aereo","mano",4
"aereo","marmellata",11
"aereo","martello",5
"aereo","matita",6
"aereo","medicina",11
"aereo","mela",4
"aereo","melone",7
"aereo","miele",5
"aereo","minestrone",11
"aereo","mosca",5
"aereo","motocicletta",14
"aereo","mucca",5
"aereo","muro",4
"aereo","musica",6
"aereo","mutande",7
"aereo","naso",4
"aereo","nebbia",6
"aereo","neve",5
"aereo","noccioline",10
"aereo","nuvola",6
"aereo","oca",5
"aereo","occhiali",8
"aereo","occhio",5
"aereo","olio",4
"aereo","ombelico",9
"aereo","ombrello",6
"aereo","orecchio",6
"aereo","organo genitale femminile",28
"aereo","organo genitale maschile",25
"aereo","orologio",9
"aereo","orso",4
"aereo","paletta",6
"aereo","palla",5
"aereo","palloncino",11
"aereo","pancia",6
"aereo","pane",5
"aereo","panino",5
"aereo","panna",5
"aereo","pannolino",9
"aereo","pantaloni",10
"aereo","pantofole",10
"aereo","papera",5
"aereo","pappa",5
"aereo","passeggino",11
"aereo","pasta",5
"aereo","patate",6
"aereo","patatine",7
"aereo","pecora",5
"aereo","pentola",6
"aereo","pera",4
"aereo","pesca",4
"aereo","pesciolino",9
"aereo","pettine",6
"aereo","pianta",6
"aereo","piatto",5
"aereo","piede",5
"aereo","pigiama",8
"aereo","pinguino",8
"aereo","pioggia",7
"aereo","piscina",7
"aereo","piselli",6
"aereo","pistola",6
"aereo","pizza",6
"aereo","pollo",4
"aereo","polpette",8
"aereo","poltrona",8
"aereo","pomodori",10
"aereo","pompa",5
"aereo","pongo",4
"aereo","porta",5
"aereo","prato",5
"aereo","pulcino",8
"aereo","pupazzi",8
"aereo","quadro",6
"aereo","radio",4
"aereo","rana",5
"aereo","registratore",13
"aereo","riso",4
"aereo","sacchetto",6
"aereo","sale",5
"aereo","salotto",5
"aereo","sapone",6
"aereo","sasso",4
"aereo","scala",6
"aereo","scarpe",6
"aereo","scatola",7
"aereo","sciarpa",5
"aereo","scimmia",6
"aereo","scivolo",5
"aereo","scoiattolo",10
"aereo","scopa",6
"aereo","secchiello",7
"aereo","secchio",5
"aereo","sederino",9
"aereo","sedia",4
"aereo","seggiolone",12
"aereo","seno",4
"aereo","shampoo",6
"aereo","slitta",6
"aereo","soldatini",10
"aereo","soldi",5
"aereo","sole",5
"aereo","spaghetti",7
"aereo","spalla",6
"aereo","spazzolino da denti",20
"aereo","specchio",5
"aereo","spinaci",8
"aereo","stella",6
"aereo","stivali",8
"aereo","straccio",7
"aereo","strada",7
"aereo","succo di frutta",14
"aereo","sugo",4
"aereo","tacchino",6
"aereo","tamburo",6
"aereo","tappeto",6
"aereo","tappo",4
"aereo","tartaruga",10
"aereo","tavolo",5
"aereo","tazza",6
"aereo","telefono",6
"aereo","televisione",12
"aereo","termometro",8
"aereo","termosifone",11
"aereo","terra",3
"aereo","terrazza",9
"aereo","testa",4
"aereo","tetto",4
"aereo","the",4
"aereo","tigre",5
"aereo","tonno",4
"aereo","topo",4
"aereo","torre",4
"aereo","torta",5
"aereo","tortellini",11
"aereo","trattore",7
"aereo","treno",4
"aereo","tromba",6
"aereo","trottola",7
"aereo","tubo",4
"aereo","tuta",5
"aereo","uccellino",11
"aereo","unghie",6
"aereo","uovo",4
"aereo","uva",5
"aereo","vasca da bagno",12
"aereo","vasino",5
"aereo","vento",3
"aereo","verdura",8
"aereo","vestito",7
"aereo","vino",4
"aereo","yogurt",7
"aereo","zanzara",9
"aereo","zebra",6
"aereo","zucchero",6
"aereo","zucchine",8
"agnello","acqua",7
"agnello","aereo",3
"agnello","albero",6
"agnello","altalena",9
"agnello","animale",7
"agnello","ape",6
"agnello","arancia",6
"agnello","aranciata",10
"agnello","armadio",5
"agnello","ascensore",9
"agnello","asciugamano",9
"agnello","asino",6
"agnello","aspirapolvere",12
"agnello","autobus",8
"agnello","automobile",9
"agnello","bagno",5
"agnello","bambola",7
"agnello","banana",6
"agnello","bandiera",8
"agnello","barca",7
"agnello","bavaglino",8
"agnello","benzina",9
"agnello","biberon",6
"agnello","bicchiere",9
"agnello","bicicletta",12
"agnello","bidè",6
"agnello","birilli",5
"agnello","biscotti",8
"agnello","bocca",6
"agnello","borsa",7
"agnello","bottiglia",8
"agnello","bottone",8
"agnello","braccio",6
"agnello","bretelle",5
"agnello","budino",6
"agnello","burro",5
"agnello","cacao",6
"agnello","caffe",6
"agnello","calze",6
"agnello","calzettoni",12
"agnello","camera",7
"agnello","camicia",7
"agnello","camion",6
"agnello","camomilla",7
"agnello","campana",7
"agnello","candeline",6
"agnello","cane",6
"agnello","cantina",7
"agnello","capelli",3
"agnello","cappello",3
"agnello","cappotto",6
"agnello","capra",7
"agnello","caramella",6
"agnello","carne",6
"agnello","carote",6
"agnello","casetta",6
"agnello","cassetto",6
"agnello","cavallo",3
"agnello","caviglia",6
"agnello","cerbiatto",9
"agnello","cestino",8
"agnello","chiave",6
"agnello","cielo",3
"agnello","ciliegie",11
"agnello","cinta",6
"agnello","cioccolata",12
"agnello","ciuccio",6
"agnello","coca cola",10
"agnello","coccodrillo",9
"agnello","cocomero",7
"agnello","collana",8
"agnello","colori",7
"agnello","coltello",4
"agnello","coniglio",6
"agnello","coperchio",6
"agnello","coperta",7
"agnello","costruzioni",14
"agnello","cracker",7
"agnello","crema",5
"agnello","cubi",6
"agnello","cucchiaio",8
"agnello","cucciolo",7
"agnello","cucina",8
"agnello","culla",4
"agnello","cuscino",6
"agnello","denti",5
"agnello","dentifricio",12
"agnello","disegno",6
"agnello","dito",5
"agnello","divano",6
"agnello","doccia",7
"agnello","elefante",9
"agnello","elicottero",10
"agnello","erba",6
"agnello","faccia",7
"agnello","fagioli",6
"agnello","fagiolini",10
"agnello","farfalla",5
"agnello","favola",6
"agnello","fazzoletto",10
"agnello","ferro da stiro",13
"agnello","finestra",7
"agnello","fiore",6
"agnello","foca",6
"agnello","foglia",6
"agnello","fon",6
"agnello","fontana",8
"agnello","forbici",9
"agnello","forchetta",8
"agnello","formaggio",8
"agnello","formica",8
"agnello","forno",6
"agnello","fotografia",12
"agnello","fragola",6
"agnello","frigorifero",11
"agnello","fumo",5
"agnello","gallina",7
"agnello","gallo",3
"agnello","gambe",6
"agnello","garage",7
"agnello","gatto",5
"agnello","gelato",7
"agnello","ghiaccio",6
"agnello","giacca",6
"agnello","ginocchi",8
"agnello","giocattolo",8
"agnello","giornale",8
"agnello","giraffa",8
"agnello","gola",5
"agnello","gomma da masticare",19
"agnello","gonna",6
"agnello","grembiule",7
"agnello","gru",6
"agnello","guance",7
"agnello","guanti",6
"agnello","gufo",5
"agnello","ippopotamo",10
"agnello","jeans",6
"agnello","jeep",5
"agnello","kiwi",6
"agnello","labbra",7
"agnello","latte",6
"agnello","lavandino",9
"agnello","lavatrice",11
"agnello","leccalecca",9
"agnello","leone",6
"agnello","letto",4
"agnello","libro",6
"agnello","lingua",7
"agnello","luce",7
"agnello","luna",6
"agnello","lupo",5
"agnello","maglione",6
"agnello","maiale",5
"agnello","mandarino",9
"agnello","mano",5
"agnello","marmellata",10
"agnello","martello",3
"agnello","matita",6
"agnello","medicina",11
"agnello","mela",4
"agnello","melone",7
"agnello","miele",4
"agnello","minestrone",12
"agnello","mosca",6
"agnello","motocicletta",14
"agnello","mucca",6
"agnello","muro",5
"agnello","musica",7
"agnello","mutande",7
"agnello","naso",5
"agnello","nebbia",7
"agnello","neve",6
"agnello","noccioline",9
"agnello","nuvola",6
"agnello","oca",6
"agnello","occhiali",7
"agnello","occhio",6
"agnello","olio",4
"agnello","ombelico",9
"agnello","ombrello",4
"agnello","orecchio",6
"agnello","organo genitale femminile",27
"agnello","organo genitale maschile",24
"agnello","orologio",9
"agnello","orso",6
"agnello","paletta",6
"agnello","palla",4
"agnello","palloncino",11
"agnello","pancia",7
"agnello","pane",6
"agnello","panino",5
"agnello","panna",6
"agnello","pannolino",9
"agnello","pantaloni",9
"agnello","pantofole",9
"agnello","papera",7
"agnello","pappa",6
"agnello","passeggino",11
"agnello","pasta",6
"agnello","patate",6
"agnello","patatine",7
"agnello","pecora",6
"agnello","pentola",7
"agnello","pera",5
"agnello","pesca",5
"agnello","pesciolino",9
"agnello","pettine",7
"agnello","pianta",6
"agnello","piatto",5
"agnello","piede",5
"agnello","pigiama",8
"agnello","pinguino",8
"agnello","pioggia",7
"agnello","piscina",7
"agnello","piselli",4
"agnello","pistola",7
"agnello","pizza",7
"agnello","pollo",3
"agnello","polpette",8
"agnello","poltrona",9
"agnello","pomodori",10
"agnello","pompa",6
"agnello","pongo",5
"agnello","porta",7
"agnello","prato",5
"agnello","pulcino",8
"agnello","pupazzi",8
"agnello","quadro",6
"agnello","radio",5
"agnello","rana",6
"agnello","registratore",14
"agnello","riso",5
"agnello","sacchetto",6
"agnello","sale",6
"agnello","salotto",5
"agnello","sapone",6
"agnello","sasso",5
"agnello","scala",5
"agnello","scarpe",7
"agnello","scatola",6
"agnello","sciarpa",7
"agnello","scimmia",7
"agnello","scivolo",5
"agnello","scoiattolo",9
"agnello","scopa",6
"agnello","secchiello",5
"agnello","secchio",6
"agnello","sederino",9
"agnello","sedia",5
"agnello","seggiolone",11
"agnello","seno",5
"agnello","shampoo",6
"agnello","slitta",6
"agnello","soldatini",10
"agnello","soldi",5
"agnello","sole",5
"agnello","spaghetti",7
"agnello","spalla",4
"agnello","spazzolino da denti",20
"agnello","specchio",5
"agnello","spinaci",8
"agnello","stella",4
"agnello","stivali",7
"agnello","straccio",7
"agnello","strada",7
"agnello","succo di frutta",15
"agnello","sugo",5
"agnello","tacchino",6
"agnello","tamburo",6
"agnello","tappeto",6
"agnello","tappo",5
"agnello","tartaruga",10
"agnello","tavolo",5
"agnello","tazza",7
"agnello","telefono",6
"agnello","televisione",13
"agnello","termometro",9
"agnello","termosifone",13
"agnello","terra",5
"agnello","terrazza",9
"agnello","testa",5
"agnello","tetto",5
"agnello","the",6
"agnello","tigre",7
"agnello","tonno",5
"agnello","topo",5
"agnello","torre",6
"agnello","torta",7
"agnello","tortellini",11
"agnello","trattore",8
"agnello","treno",4
"agnello","tromba",6
"agnello","trottola",7
"agnello","tubo",5
"agnello","tuta",6
"agnello","uccellino",10
"agnello","unghie",7
"agnello","uovo",5
"agnello","uva",6
"agnello","vasca da bagno",12
"agnello","vasino",5
"agnello","vento",4
"agnello","verdura",8
"agnello","vestito",7
"agnello","vino",5
"agnello","yogurt",8
"agnello","zanzara",9
"agnello","zebra",6
"agnello","zucchero",7
"agnello","zucchine",8
"albero","acqua",5
"albero","aereo",5
"albero","agnello",6
"albero","altalena",8
"albero","animale",9
"albero","ape",4
"albero","arancia",7
"albero","aranciata",11
"albero","armadio",7
"albero","ascensore",9
"albero","asciugamano",10
"albero","asino",4
"albero","aspirapolvere",11
"albero","autobus",7
"albero","automobile",10
"albero","bagno",5
"albero","bambola",5
"albero","banana",7
"albero","bandiera",9
"albero","barca",6
"albero","bavaglino",9
"albero","benzina",10
"albero","biberon",7
"albero","bicchiere",10
"albero","bicicletta",11
"albero","bidè",7
"albero","birilli",8
"albero","biscotti",9
"albero","bocca",7
"albero","borsa",7
"albero","bottiglia",9
"albero","bottone",9
"albero","braccio",6
"albero","bretelle",8
"albero","budino",7
"albero","burro",6
"albero","cacao",6
"albero","caffe",6
"albero","calze",5
"albero","calzettoni",10
"albero","camera",4
"albero","camicia",8
"albero","camion",6
"albero","camomilla",10
"albero","campana",8
"albero","candeline",9
"albero","cane",5
"albero","cantina",8
"albero","capelli",7
"albero","cappello",7
"albero","cappotto",7
"albero","capra",5
"albero","caramella",10
"albero","carne",6
"albero","carote",7
"albero","casetta",6
"albero","cassetto",6
"albero","cavallo",6
"albero","caviglia",7
"albero","cerbiatto",9
"albero","cestino",9
"albero","chiave",6
"albero","cielo",6
"albero","ciliegie",10
"albero","cinta",7
"albero","cioccolata",12
"albero","ciuccio",7
"albero","coca cola",9
"albero","coccodrillo",11
"albero","cocomero",6
"albero","collana",8
"albero","colori",6
"albero","coltello",7
"albero","coniglio",7
"albero","coperchio",7
"albero","coperta",8
"albero","costruzioni",13
"albero","cracker",5
"albero","crema",7
"albero","cubi",6
"albero","cucchiaio",8
"albero","cucciolo",7
"albero","cucina",9
"albero","culla",6
"albero","cuscino",7
"albero","denti",7
"albero","dentifricio",12
"albero","disegno",6
"albero","dito",6
"albero","divano",7
"albero","doccia",7
"albero","elefante",9
"albero","elicottero",8
"albero","erba",6
"albero","faccia",6
"albero","fagioli",8
"albero","fagiolini",10
"albero","farfalla",8
"albero","favola",6
"albero","fazzoletto",9
"albero","ferro da stiro",12
"albero","finestra",8
"albero","fiore",6
"albero","foca",7
"albero","foglia",7
"albero","fon",7
"albero","fontana",9
"albero","forbici",7
"albero","forchetta",8
"albero","formaggio",8
"albero","formica",9
"albero","forno",6
"albero","fotografia",12
"albero","fragola",7
"albero","frigorifero",10
"albero","fumo",6
"albero","gallina",7
"albero","gallo",4
"albero","gambe",4
"albero","garage",8
"albero","gatto",5
"albero","gelato",7
"albero","ghiaccio",6
"albero","giacca",7
"albero","ginocchi",9
"albero","giocattolo",8
"albero","giornale",9
"albero","giraffa",9
"albero","gola",7
"albero","gomma da masticare",18
"albero","gonna",7
"albero","grembiule",8
"albero","gru",7
"albero","guance",7
"albero","guanti",7
"albero","gufo",6
"albero","ippopotamo",11
"albero","jeans",7
"albero","jeep",6
"albero","kiwi",7
"albero","labbra",4
"albero","latte",5
"albero","lavandino",10
"albero","lavatrice",11
"albero","leccalecca",10
"albero","leone",7
"albero","letto",6
"albero","libro",4
"albero","lingua",7
"albero","luce",7
"albero","luna",7
"albero","lupo",6
"albero","maglione",7
"albero","maiale",7
"albero","mandarino",9
"albero","mano",5
"albero","marmellata",11
"albero","martello",7
"albero","matita",7
"albero","medicina",12
"albero","mela",7
"albero","melone",7
"albero","miele",7
"albero","minestrone",10
"albero","mosca",7
"albero","motocicletta",13
"albero","mucca",7
"albero","muro",5
"albero","musica",7
"albero","mutande",7
"albero","naso",5
"albero","nebbia",6
"albero","neve",6
"albero","noccioline",10
"albero","nuvola",7
"albero","oca",6
"albero","occhiali",9
"albero","occhio",5
"albero","olio",4
"albero","ombelico",8
"albero","ombrello",8
"albero","orecchio",7
"albero","organo genitale femminile",27
"albero","organo genitale maschile",25
"albero","orologio",9
"albero","orso",5
"albero","paletta",5
"albero","palla",5
"albero","palloncino",11
"albero","pancia",6
"albero","pane",5
"albero","panino",6
"albero","panna",6
"albero","pannolino",9
"albero","pantaloni",10
"albero","pantofole",10
"albero","papera",4
"albero","pappa",6
"albero","passeggino",11
"albero","pasta",6
"albero","patate",7
"albero","patatine",8
"albero","pecora",6
"albero","pentola",7
"albero","pera",6
"albero","pesca",7
"albero","pesciolino",9
"albero","pettine",7
"albero","pianta",7
"albero","piatto",6
"albero","piede",7
"albero","pigiama",9
"albero","pinguino",9
"albero","pioggia",8
"albero","piscina",8
"albero","piselli",8
"albero","pistola",7
"albero","pizza",7
"albero","pollo",5
"albero","polpette",7
"albero","poltrona",8
"albero","pomodori",10
"albero","pompa",7
"albero","pongo",6
"albero","porta",7
"albero","prato",6
"albero","pulcino",8
"albero","pupazzi",8
"albero","quadro",5
"albero","radio",5
"albero","rana",6
"albero","registratore",14
"albero","riso",6
"albero","sacchetto",6
"albero","sale",4
"albero","salotto",5
"albero","sapone",7
"albero","sasso",5
"albero","scala",7
"albero","scarpe",7
"albero","scatola",7
"albero","sciarpa",6
"albero","scimmia",7
"albero","scivolo",6
"albero","scoiattolo",9
"albero","scopa",7
"albero","secchiello",9
"albero","secchio",6
"albero","sederino",8
"albero","sedia",7
"albero","seggiolone",12
"albero","seno",6
"albero","shampoo",6
"albero","slitta",7
"albero","soldatini",11
"albero","soldi",6
"albero","sole",6
"albero","spaghetti",7
"albero","spalla",6
"albero","spazzolino da denti",20
"albero","specchio",7
"albero","spinaci",8
"albero","stella",7
"albero","stivali",9
"albero","straccio",7
"albero","strada",8
"albero","succo di frutta",14
"albero","sugo",6
"albero","tacchino",7
"albero","tamburo",5
"albero","tappeto",6
"albero","tappo",5
"albero","tartaruga",10
"albero","tavolo",5
"albero","tazza",6
"albero","telefono",7
"albero","televisione",13
"albero","termometro",8
"albero","termosifone",13
"albero","terra",7
"albero","terrazza",9
"albero","testa",7
"albero","tetto",6
"albero","the",6
"albero","tigre",7
"albero","tonno",6
"albero","topo",6
"albero","torre",6
"albero","torta",7
"albero","tortellini",12
"albero","trattore",8
"albero","treno",6
"albero","tromba",7
"albero","trottola",8
"albero","tubo",5
"albero","tuta",7
"albero","uccellino",11
"albero","unghie",6
"albero","uovo",6
"albero","uva",6
"albero","vasca da bagno",11
"albero","vasino",6
"albero","vento",6
"albero","verdura",8
"albero","vestito",8
"albero","vino",6
"albero","yogurt",6
"albero","zanzara",9
"albero","zebra",6
"albero","zucchero",5
"albero","zucchine",8
"altalena","acqua",9
"altalena","aereo",9
"altalena","agnello",9
"altalena","albero",8
"altalena","animale",7
"altalena","ape",9
"altalena","arancia",8
"altalena","aranciata",7
"altalena","armadio",9
"altalena","ascensore",7
"altalena","asciugamano",6
"altalena","asino",9
"altalena","aspirapolvere",11
"altalena","autobus",9
"altalena","automobile",8
"altalena","bagno",9
"altalena","bambola",9
"altalena","banana",6
"altalena","bandiera",7
"altalena","barca",9
"altalena","bavaglino",6
